rank,name,country_name,country_id,value
1,John Isner,United States,USA,7.789
2,Reilly Opelka,United States,USA,6.359
3,Nick Kyrgios,Australia,AUS,5.830
4,Maxime Cressy,United States,USA,5.592
5,Hubert Hurkacz,Poland,POL,5.246
6,Alexander Bublik,Kazakhstan,KAZ,5.246
7,Matteo Berrettini,Italy,ITA,4.419
8,Felix Auger Aliassime,Canada,CAN,4.323
9,Thanasi Kokkinakis,Australia,AUS,4.303
10,Marin Cilic,Croatia,CRO,4.092
11,Steve Johnson,United States,USA,4.000
12,Taylor Harry Fritz,United States,USA,3.874
13,Daniil Medvedev,Russian Federation,RUS,3.545
14,Arthur Rinderknech,France,FRA,3.435
15,Oscar Otte,Germany,GER,3.433
16,Alexei Popyrin,Australia,AUS,3.431
17,Jack Draper,United Kingdom,GBR,3.263
18,Frances Tiafoe,United States,USA,3.197
19,Denis Shapovalov,Canada,CAN,3.101
20,Jeffrey John Wolf,United States,USA,3.000
21,Andrey Rublev,Russian Federation,RUS,2.958
22,Stan Wawrinka,Switzerland,SUI,2.885
23,Stefanos Tsitsipas,Greece,GRE,2.830
24,Karen Khachanov,Russian Federation,RUS,2.809
25,Brandon Nakashima,United States,USA,2.788
26,Alexander Zverev,Germany,GER,2.750
27,Laslo Djere,Serbia,SRB,2.646
28,Botic Van De Zandschulp,Netherlands,NED,2.627
29,Thiago Monteiro,Brazil,BRA,2.614
30,Borna Coric,Croatia,CRO,2.606
31,Tallon Griekspoor,Netherlands,NED,2.605
32,Benoit Paire,France,FRA,2.600
33,Andy Murray,United Kingdom,GBR,2.530
34,Jordan Thompson,Australia,AUS,2.519
35,Benjamin Bonzi,France,FRA,2.390
36,Sebastian Korda,United States,USA,2.312
37,Lorenzo Sonego,Italy,ITA,2.273
38,Taro Daniel,Japan,JPN,2.217
39,Novak Djokovic,Serbia,SRB,2.210
40,Casper Ruud,Norway,NOR,2.200
41,Alejandro Tabilo,Chile,CHI,2.190
42,Jannik Sinner,Italy,ITA,2.179
43,Grigor Dimitrov,Bulgaria,BUL,2.116
44,Jiri Lehecka,Czech Republic,CZE,2.000
45,Adrian Mannarino,France,FRA,1.990
46,Marcos Giron,United States,USA,1.980
47,Richard Gasquet,France,FRA,1.951
48,Mackenzie Mcdonald,United States,USA,1.921
49,Ugo Humbert,France,FRA,1.890
50,Soon Woo Kwon,"Korea, Republic of",KOR,1.862
51,Holger Vitus Nodskov Rune,Denmark,DEN,1.861
52,Dominic Thiem,Austria,AUT,1.841
53,Marton Fucsovics,Hungary,HUN,1.803
54,Daniel Evans,United Kingdom,GBR,1.746
55,Aslan Karatsev,Russian Federation,RUS,1.721
56,David Goffin,Belgium,BEL,1.708
57,Cameron Norrie,United Kingdom,GBR,1.683
58,Ilya Ivashka,Belarus,BLR,1.581
59,Emil Ruusuvuori,Finland,FIN,1.541
60,Rafael Nadal,Spain,ESP,1.527
61,Tommy Paul,United States,USA,1.488
62,Miomir Kecmanovic,Serbia,SRB,1.484
63,Pablo Carreno Busta,Spain,ESP,1.480
64,Alex Molcan,Slovakia,SVK,1.472
65,Jaume Munar,Spain,ESP,1.467
66,Hugo Gaston,France,FRA,1.392
67,Joao Sousa,Portugal,POR,1.377
68,Fabio Fognini,Italy,ITA,1.351
69,Filip Krajinovic,Serbia,SRB,1.348
70,Dusan Lajovic,Serbia,SRB,1.333
71,Alex De Minaur,Australia,AUS,1.311
72,Carlos Alcaraz Garfia,Spain,ESP,1.309
73,Nikoloz Basilashvili,Georgia,GEO,1.300
74,Lorenzo Musetti,Italy,ITA,1.265
75,Francisco Cerundolo,Argentina,ARG,1.149
76,Jenson Brooksby,United States,USA,1.090
77,Alejandro Davidovich Fokina,Spain,ESP,1.069
78,Federico Coria,Argentina,ARG,1.030
79,Roberto Bautista Agut,Spain,ESP,1.022
80,Christian Garin,Chile,CHI,0.958
81,Yoshihito Nishioka,Japan,JPN,0.849
82,Mikael Ymer,Sweden,SWE,0.849
83,Albert Ramos,Spain,ESP,0.808
84,Pedro Martinez Portero,Spain,ESP,0.783
85,Roberto Carballes Baena,Spain,ESP,0.710
86,Sebastian Baez,Argentina,ARG,0.588
87,Diego Sebastian Schwartzman,Argentina,ARG,0.359
