rank,name,country_name,country_id,value
1,Rafael Nadal,Spain,ESP,3.441
2,Marton Fucsovics,Hungary,HUN,3.386
3,Andrey Rublev,Russian Federation,RUS,3.352
4,Diego Sebastian Schwartzman,Argentina,ARG,3.253
5,Alexander Zverev,Germany,GER,3.173
6,David Goffin,Belgium,BEL,3.126
7,Gael Monfils,France,FRA,3.098
8,Roger Federer,Switzerland,SUI,3.034
9,Filip Krajinovic,Serbia,SRB,3.019
10,Federico Delbonis,Argentina,ARG,3.014
10,Jaume Munar,Spain,ESP,3.014
12,Daniil Medvedev,Russian Federation,RUS,3.000
12,Kei Nishikori,Japan,JPN,3.000
14,Yoshihito Nishioka,Japan,JPN,2.944
15,Pablo Carreno Busta,Spain,ESP,2.929
16,Hugo Dellien,"Bolivia, Plurinational State of",BOL,2.911
17,Damir Dzumhur,Bosnia and Herzegovina,BIH,2.905
18,Gilles Simon,France,FRA,2.894
19,Novak Djokovic,Serbia,SRB,2.885
20,Fabio Fognini,Italy,ITA,2.880
21,Daniel Evans,United Kingdom,GBR,2.870
22,Benoit Paire,France,FRA,2.854
23,Dominic Thiem,Austria,AUT,2.832
24,Grigor Dimitrov,Bulgaria,BUL,2.821
25,Guido Pella,Argentina,ARG,2.806
26,Radu Albot,"Moldova, Republic of",MDA,2.780
27,Mikhail Kukushkin,Kazakhstan,KAZ,2.737
28,Tennys Sandgren,United States,USA,2.737
29,Roberto Bautista Agut,Spain,ESP,2.721
30,Tomas Berdych,Czech Republic,CZE,2.698
31,Fernando Verdasco,Spain,ESP,2.675
32,Marin Cilic,Croatia,CRO,2.653
33,Christian Garin,Chile,CHI,2.651
34,Jeremy Chardy,France,FRA,2.605
35,Jan Lennard Struff,Germany,GER,2.601
36,Stefanos Tsitsipas,Greece,GRE,2.596
37,Cameron Norrie,United Kingdom,GBR,2.591
38,Alex De Minaur,Australia,AUS,2.580
39,Pablo Andujar,Spain,ESP,2.577
40,Nikoloz Basilashvili,Georgia,GEO,2.576
41,Juan Ignacio Londero,Argentina,ARG,2.571
42,Stan Wawrinka,Switzerland,SUI,2.530
43,Philipp Kohlschreiber,Germany,GER,2.511
44,Adrian Mannarino,France,FRA,2.509
45,Albert Ramos,Spain,ESP,2.500
46,Dusan Lajovic,Serbia,SRB,2.494
47,Miomir Kecmanovic,Serbia,SRB,2.482
48,Ugo Humbert,France,FRA,2.478
49,Frances Tiafoe,United States,USA,2.452
50,Jordan Thompson,Australia,AUS,2.442
51,John Millman,Australia,AUS,2.426
52,Pablo Cuevas,Uruguay,URU,2.424
53,Karen Khachanov,Russian Federation,RUS,2.421
54,Laslo Djere,Serbia,SRB,2.413
55,Roberto Carballes Baena,Spain,ESP,2.397
56,Felix Auger Aliassime,Canada,CAN,2.395
57,Peter Gojowczyk,Germany,GER,2.391
58,Taro Daniel,Japan,JPN,2.380
59,Richard Gasquet,France,FRA,2.368
60,Denis Shapovalov,Canada,CAN,2.350
61,Martin Klizan,Slovakia,SVK,2.309
62,Denis Kudla,United States,USA,2.308
63,Borna Coric,Croatia,CRO,2.302
64,Robin Haase,Netherlands,NED,2.283
65,Casper Ruud,Norway,NOR,2.280
66,Lorenzo Sonego,Italy,ITA,2.276
67,Matteo Berrettini,Italy,ITA,2.263
67,Pierre Hugues Herbert,France,FRA,2.263
69,Sam Querrey,United States,USA,2.263
70,Aljaz Bedene,Slovenia,SLO,2.259
71,Feliciano Lopez,Spain,ESP,2.250
72,Milos Raonic,Canada,CAN,2.243
73,Joao Sousa,Portugal,POR,2.238
74,Andreas Seppi,Italy,ITA,2.223
75,Thomas Fabbiano,Italy,ITA,2.203
76,Alexei Popyrin,Australia,AUS,2.178
77,Lucas Pouille,France,FRA,2.172
78,Kyle Edmund,United Kingdom,GBR,2.167
79,Hubert Hurkacz,Poland,POL,2.138
80,Jo Wilfried Tsonga,France,FRA,2.130
81,Alexander Bublik,Kazakhstan,KAZ,2.115
82,Mackenzie Mcdonald,United States,USA,2.060
83,Leonardo Mayer,Argentina,ARG,2.014
84,Steve Johnson,United States,USA,2.000
84,Taylor Harry Fritz,United States,USA,2.000
86,Marco Cecchinato,Italy,ITA,1.937
87,Marius Copil,Romania,ROU,1.710
88,John Isner,United States,USA,1.698
89,Nicolas Jarry,Chile,CHI,1.570
90,Reilly Opelka,United States,USA,1.476
91,Nick Kyrgios,Australia,AUS,1.378
