rank,name,country_name,country_id,value
1,Novak Djokovic,Serbia,SRB,10.63
2,Rafael Nadal,Spain,ESP,10.56
3,Mikael Ymer,Sweden,SWE,9.21
4,Gael Monfils,France,FRA,8.54
5,Mackenzie Mcdonald,United States,USA,8.53
6,Alexander Zverev,Germany,GER,8.49
7,Daniil Medvedev,Russian Federation,RUS,8.40
8,Aslan Karatsev,Russian Federation,RUS,8.40
9,Kei Nishikori,Japan,JPN,8.25
10,Corentin Moutet,France,FRA,8.24
11,Christian Garin,Chile,CHI,8.23
12,Diego Sebastian Schwartzman,Argentina,ARG,8.21
13,Jaume Munar,Spain,ESP,8.20
14,Federico Delbonis,Argentina,ARG,8.13
15,Laslo Djere,Serbia,SRB,7.97
16,Marton Fucsovics,Hungary,HUN,7.74
17,David Goffin,Belgium,BEL,7.71
18,Roberto Carballes Baena,Spain,ESP,7.60
19,Carlos Alcaraz Garfia,Spain,ESP,7.58
20,Pedro Martinez Portero,Spain,ESP,7.56
21,Alejandro Davidovich Fokina,Spain,ESP,7.55
22,Roberto Bautista Agut,Spain,ESP,7.49
23,Ilya Ivashka,Belarus,BLR,7.49
24,Frances Tiafoe,United States,USA,7.41
25,Fabio Fognini,Italy,ITA,7.36
26,Stefano Travaglia,Italy,ITA,7.26
27,Marin Cilic,Croatia,CRO,7.24
28,Albert Ramos,Spain,ESP,7.16
29,Dusan Lajovic,Serbia,SRB,7.16
30,Andrey Rublev,Russian Federation,RUS,7.13
31,Stefanos Tsitsipas,Greece,GRE,7.12
32,Emil Ruusuvuori,Finland,FIN,7.09
33,Felix Auger Aliassime,Canada,CAN,7.04
34,Miomir Kecmanovic,Serbia,SRB,7.03
35,Jannik Sinner,Italy,ITA,7.02
36,Benoit Paire,France,FRA,7.00
36,Tommy Paul,United States,USA,7.00
38,Taylor Harry Fritz,United States,USA,6.98
39,Hubert Hurkacz,Poland,POL,6.95
40,Jan Lennard Struff,Germany,GER,6.95
41,Sebastian Korda,United States,USA,6.92
42,Karen Khachanov,Russian Federation,RUS,6.91
43,Alex De Minaur,Australia,AUS,6.90
44,Cameron Norrie,United Kingdom,GBR,6.90
45,Daniel Evans,United Kingdom,GBR,6.89
46,Matteo Berrettini,Italy,ITA,6.77
47,Grigor Dimitrov,Bulgaria,BUL,6.75
48,Lorenzo Musetti,Italy,ITA,6.74
49,Andy Murray,United Kingdom,GBR,6.72
50,Casper Ruud,Norway,NOR,6.70
51,Jordan Thompson,Australia,AUS,6.62
52,Dominik Koepfer,Germany,GER,6.59
53,Pablo Carreno Busta,Spain,ESP,6.47
54,Denis Shapovalov,Canada,CAN,6.44
55,Guido Pella,Argentina,ARG,6.43
56,Lorenzo Sonego,Italy,ITA,6.43
57,James Duckworth,Australia,AUS,6.39
58,Filip Krajinovic,Serbia,SRB,6.16
58,John Millman,Australia,AUS,6.16
60,Aljaz Bedene,Slovenia,SLO,6.13
61,Egor Gerasimov,Belarus,BLR,6.11
62,Alexei Popyrin,Australia,AUS,6.05
63,Marco Cecchinato,Italy,ITA,5.96
64,Arthur Rinderknech,France,FRA,5.92
65,Marcos Giron,United States,USA,5.91
66,Jeremy Chardy,France,FRA,5.88
67,Pierre Hugues Herbert,France,FRA,5.85
68,Lloyd George Muirhead Harris,South Africa,RSA,5.84
69,Nikoloz Basilashvili,Georgia,GEO,5.82
70,Ugo Humbert,France,FRA,5.80
71,Alexander Bublik,Kazakhstan,KAZ,5.74
72,Yoshihito Nishioka,Japan,JPN,5.50
73,Gianluca Mager,Italy,ITA,5.36
74,Tennys Sandgren,United States,USA,4.85
75,Adrian Mannarino,France,FRA,4.83
76,John Isner,United States,USA,4.48
77,Reilly Opelka,United States,USA,3.50
