rank,name,country_name,country_id,value
68,Pierre Hugues Herbert,France,FRA,71.53%
69,Nicolas Jarry,Chile,CHI,71.50%
70,Philipp Kohlschreiber,Germany,GER,71.24%
71,Fernando Verdasco,Spain,ESP,71.13%
72,Kyle Edmund,United Kingdom,GBR,71.11%
73,Gael Monfils,France,FRA,71.07%
74,Bjorn Fratangelo,United States,USA,71.03%
75,Juan Ignacio Londero,Argentina,ARG,70.95%
76,Bradley Klahn,United States,USA,70.92%
77,Christian Garin,Chile,CHI,70.83%
78,Miomir Kecmanovic,Serbia,SRB,70.77%
79,Jordan Thompson,Australia,AUS,70.74%
80,Andreas Seppi,Italy,ITA,70.56%
81,Frances Tiafoe,United States,USA,70.44%
82,Filip Krajinovic,Serbia,SRB,70.13%
83,Pablo Carreno Busta,Spain,ESP,70.05%
84,Peter Gojowczyk,Germany,GER,70.04%
85,Alex Bolt,Australia,AUS,70.00%
86,Daniel Evans,United Kingdom,GBR,69.87%
87,Hyeon Chung,"Korea, Republic of",KOR,69.81%
88,Soon Woo Kwon,"Korea, Republic of",KOR,69.72%
89,Henri Laaksonen,Switzerland,SUI,69.66%
90,Adrian Mannarino,France,FRA,69.65%
91,Casper Ruud,Norway,NOR,69.65%
92,Thomas Fabbiano,Italy,ITA,69.59%
93,Laslo Djere,Serbia,SRB,69.47%
94,Joao Sousa,Portugal,POR,69.45%
95,Marton Fucsovics,Hungary,HUN,69.44%
96,Ilya Ivashka,Belarus,BLR,69.38%
97,John Millman,Australia,AUS,69.27%
98,Gregoire Barrere,France,FRA,69.24%
99,Denis Kudla,United States,USA,69.19%
100,Fabio Fognini,Italy,ITA,69.19%
101,Matthias Bachinger,Germany,GER,69.11%
102,Dennis Novak,Austria,AUT,68.97%
103,Steve Darcis,Belgium,BEL,68.91%
104,Jaume Munar,Spain,ESP,68.76%
105,Nikoloz Basilashvili,Georgia,GEO,68.75%
106,Marco Cecchinato,Italy,ITA,68.54%
107,Gilles Simon,France,FRA,68.51%
108,Guido Pella,Argentina,ARG,68.51%
109,Janko Tipsarevic,Serbia,SRB,68.49%
110,Viktor Troicki,Serbia,SRB,68.47%
111,Kei Nishikori,Japan,JPN,68.33%
112,Cameron Norrie,United Kingdom,GBR,68.30%
113,Albert Ramos,Spain,ESP,68.29%
114,Malek Jaziri,Tunisia,TUN,68.06%
115,Marcos Giron,United States,USA,67.94%
116,Federico Delbonis,Argentina,ARG,67.78%
117,Bernard Tomic,Australia,AUS,67.60%
118,Jannik Sinner,Italy,ITA,67.50%
119,Guido Andreozzi,Argentina,ARG,67.48%
120,David Ferrer,Spain,ESP,67.43%
121,Radu Albot,"Moldova, Republic of",MDA,67.36%
122,Cedrik Marcel Stebe,Germany,GER,67.20%
123,Thiago Monteiro,Brazil,BRA,67.16%
124,Pablo Andujar,Spain,ESP,66.74%
125,Mikhail Kukushkin,Kazakhstan,KAZ,66.49%
126,Guillermo Garcia Lopez,Spain,ESP,66.47%
127,Mackenzie Mcdonald,United States,USA,66.46%
128,Ricardas Berankis,Lithuania,LTU,66.43%
129,Diego Sebastian Schwartzman,Argentina,ARG,66.27%
130,Roberto Carballes Baena,Spain,ESP,66.12%
131,Prajnesh Gunneswaran,India,IND,66.02%
132,Rudolf Molleker,Germany,GER,65.68%
133,Martin Klizan,Slovakia,SVK,65.37%
134,Dusan Lajovic,Serbia,SRB,65.35%
135,Taro Daniel,Japan,JPN,65.15%
136,Jozef Kovalik,Slovakia,SVK,64.25%
137,Corentin Moutet,France,FRA,63.96%
138,Antonie Hoang,France,FRA,63.89%
139,Yannick Maden,Germany,GER,63.88%
140,Damir Dzumhur,Bosnia and Herzegovina,BIH,62.71%
141,Yoshihito Nishioka,Japan,JPN,62.69%
142,Alejandro Davidovich Fokina,Spain,ESP,61.71%
143,Salvatore Caruso,Italy,ITA,61.62%
144,Hugo Dellien,"Bolivia, Plurinational State of",BOL,61.44%
