rank,name,country_name,country_id,value
1,Alexander Bublik,Kazakhstan,KAZ,3.197
2,Benoit Paire,France,FRA,2.563
3,Alexander Zverev,Germany,GER,2.220
4,Felix Auger Aliassime,Canada,CAN,1.924
5,Nikoloz Basilashvili,Georgia,GEO,1.915
6,Denis Shapovalov,Canada,CAN,1.811
7,Marin Cilic,Croatia,CRO,1.782
8,Leonardo Mayer,Argentina,ARG,1.732
9,Federico Delbonis,Argentina,ARG,1.708
10,Sam Querrey,United States,USA,1.625
11,Martin Klizan,Slovakia,SVK,1.618
12,Peter Gojowczyk,Germany,GER,1.536
13,Feliciano Lopez,Spain,ESP,1.486
14,Alexei Popyrin,Australia,AUS,1.466
15,Cameron Norrie,United Kingdom,GBR,1.443
16,Milos Raonic,Canada,CAN,1.443
17,Gael Monfils,France,FRA,1.443
18,Grigor Dimitrov,Bulgaria,BUL,1.434
19,Casper Ruud,Norway,NOR,1.400
20,Jeremy Chardy,France,FRA,1.395
21,Denis Kudla,United States,USA,1.385
22,Marton Fucsovics,Hungary,HUN,1.376
23,Pablo Cuevas,Uruguay,URU,1.329
24,Robin Haase,Netherlands,NED,1.317
25,Nick Kyrgios,Australia,AUS,1.305
26,Andrey Rublev,Russian Federation,RUS,1.303
27,Pierre Hugues Herbert,France,FRA,1.295
28,Fabio Fognini,Italy,ITA,1.282
29,Fernando Verdasco,Spain,ESP,1.281
30,Lucas Pouille,France,FRA,1.264
31,Daniil Medvedev,Russian Federation,RUS,1.262
32,Ugo Humbert,France,FRA,1.239
33,Damir Dzumhur,Bosnia and Herzegovina,BIH,1.222
34,Richard Gasquet,France,FRA,1.221
35,David Goffin,Belgium,BEL,1.210
36,Pablo Andujar,Spain,ESP,1.197
37,Marius Copil,Romania,ROU,1.194
38,Aljaz Bedene,Slovenia,SLO,1.185
39,Nicolas Jarry,Chile,CHI,1.165
40,Roberto Carballes Baena,Spain,ESP,1.164
41,Laslo Djere,Serbia,SRB,1.147
42,Hubert Hurkacz,Poland,POL,1.138
43,Reilly Opelka,United States,USA,1.126
44,Diego Sebastian Schwartzman,Argentina,ARG,1.113
45,Marco Cecchinato,Italy,ITA,1.101
46,Jan Lennard Struff,Germany,GER,1.098
47,Andreas Seppi,Italy,ITA,1.096
48,Karen Khachanov,Russian Federation,RUS,1.060
49,Juan Ignacio Londero,Argentina,ARG,1.052
50,Gilles Simon,France,FRA,1.047
51,Tennys Sandgren,United States,USA,1.035
52,Mackenzie Mcdonald,United States,USA,1.020
53,Radu Albot,"Moldova, Republic of",MDA,1.017
54,Steve Johnson,United States,USA,1.014
55,Christian Garin,Chile,CHI,1.000
55,Daniel Evans,United Kingdom,GBR,1.000
57,Thomas Fabbiano,Italy,ITA,0.984
58,Taylor Harry Fritz,United States,USA,0.975
59,Novak Djokovic,Serbia,SRB,0.968
60,Jo Wilfried Tsonga,France,FRA,0.963
61,Alex De Minaur,Australia,AUS,0.929
62,Adrian Mannarino,France,FRA,0.917
63,Taro Daniel,Japan,JPN,0.900
64,Jaume Munar,Spain,ESP,0.889
65,Kei Nishikori,Japan,JPN,0.886
66,Matteo Berrettini,Italy,ITA,0.875
67,Dominic Thiem,Austria,AUT,0.866
68,Frances Tiafoe,United States,USA,0.856
69,Tomas Berdych,Czech Republic,CZE,0.849
70,Stefanos Tsitsipas,Greece,GRE,0.840
71,Borna Coric,Croatia,CRO,0.836
72,Miomir Kecmanovic,Serbia,SRB,0.831
73,Albert Ramos,Spain,ESP,0.830
74,Guido Pella,Argentina,ARG,0.828
75,Lorenzo Sonego,Italy,ITA,0.816
76,Kyle Edmund,United Kingdom,GBR,0.774
77,Dusan Lajovic,Serbia,SRB,0.742
78,Rafael Nadal,Spain,ESP,0.724
79,Philipp Kohlschreiber,Germany,GER,0.722
80,Pablo Carreno Busta,Spain,ESP,0.708
81,John Millman,Australia,AUS,0.685
82,Jordan Thompson,Australia,AUS,0.684
83,Roberto Bautista Agut,Spain,ESP,0.680
84,John Isner,United States,USA,0.667
85,Hugo Dellien,"Bolivia, Plurinational State of",BOL,0.661
86,Stan Wawrinka,Switzerland,SUI,0.650
87,Joao Sousa,Portugal,POR,0.648
88,Roger Federer,Switzerland,SUI,0.566
89,Filip Krajinovic,Serbia,SRB,0.552
90,Yoshihito Nishioka,Japan,JPN,0.551
91,Mikhail Kukushkin,Kazakhstan,KAZ,0.475
