rank,name,country_name,country_id,value
59,Alexander Bublik,Kazakhstan,KAZ,49.57%
60,Jannik Sinner,Italy,ITA,49.56%
61,Borna Coric,Croatia,CRO,49.53%
62,Daniel Evans,United Kingdom,GBR,49.53%
63,Ugo Humbert,France,FRA,49.49%
64,Juan Martin Del Potro,Argentina,ARG,49.44%
65,Jeremy Chardy,France,FRA,49.42%
66,Marcos Giron,United States,USA,49.39%
67,Hyeon Chung,"Korea, Republic of",KOR,49.38%
68,Felix Auger Aliassime,Canada,CAN,49.38%
69,Marin Cilic,Croatia,CRO,49.33%
70,Lucas Pouille,France,FRA,49.31%
71,Pablo Andujar,Spain,ESP,49.31%
72,Matteo Berrettini,Italy,ITA,49.22%
73,Guido Andreozzi,Argentina,ARG,49.18%
74,Stefanos Tsitsipas,Greece,GRE,49.17%
75,Martin Klizan,Slovakia,SVK,49.09%
76,Marton Fucsovics,Hungary,HUN,49.05%
77,Janko Tipsarevic,Serbia,SRB,48.93%
78,Benoit Paire,France,FRA,48.92%
79,Roberto Carballes Baena,Spain,ESP,48.92%
80,Aljaz Bedene,Slovenia,SLO,48.91%
81,Tomas Berdych,Czech Republic,CZE,48.89%
82,Hugo Dellien,"Bolivia, Plurinational State of",BOL,48.80%
83,Christian Garin,Chile,CHI,48.77%
84,Pierre Hugues Herbert,France,FRA,48.75%
85,Corentin Moutet,France,FRA,48.74%
86,Hubert Hurkacz,Poland,POL,48.69%
87,Jo Wilfried Tsonga,France,FRA,48.68%
88,Yasutaka Uchiyama,Japan,JPN,48.66%
89,Salvatore Caruso,Italy,ITA,48.62%
90,Marcel Granollers,Spain,ESP,48.61%
91,Denis Kudla,United States,USA,48.57%
92,Alejandro Davidovich Fokina,Spain,ESP,48.56%
93,Reilly Opelka,United States,USA,48.53%
94,Mackenzie Mcdonald,United States,USA,48.43%
95,Feliciano Lopez,Spain,ESP,48.40%
96,Taylor Harry Fritz,United States,USA,48.34%
97,Steve Johnson,United States,USA,48.32%
98,Jordan Thompson,Australia,AUS,48.32%
99,Damir Dzumhur,Bosnia and Herzegovina,BIH,48.23%
100,Alex Bolt,Australia,AUS,48.20%
101,Dusan Lajovic,Serbia,SRB,48.18%
102,Yannick Maden,Germany,GER,48.14%
103,Laslo Djere,Serbia,SRB,48.11%
104,Thiago Monteiro,Brazil,BRA,48.03%
105,Dominik Koepfer,Germany,GER,47.98%
106,Henri Laaksonen,Switzerland,SUI,47.83%
107,Rudolf Molleker,Germany,GER,47.67%
108,Nicolas Jarry,Chile,CHI,47.61%
109,Maximilian Marterer,Germany,GER,47.60%
110,Malek Jaziri,Tunisia,TUN,47.52%
111,Marco Cecchinato,Italy,ITA,47.42%
112,Lorenzo Sonego,Italy,ITA,47.35%
113,Peter Gojowczyk,Germany,GER,47.28%
114,Robin Haase,Netherlands,NED,47.27%
115,Richard Gasquet,France,FRA,47.26%
116,Paolo Lorenzi,Italy,ITA,47.16%
117,Viktor Troicki,Serbia,SRB,47.06%
118,Sam Querrey,United States,USA,47.03%
119,Christopher Eubanks,United States,USA,46.99%
120,Jaume Munar,Spain,ESP,46.96%
121,Alexei Popyrin,Australia,AUS,46.84%
122,Tennys Sandgren,United States,USA,46.79%
123,Jiri Vesely,Czech Republic,CZE,46.60%
124,Nick Kyrgios,Australia,AUS,46.52%
125,Vasek Pospisil,Canada,CAN,46.37%
126,Bradley Klahn,United States,USA,46.36%
127,Bjorn Fratangelo,United States,USA,46.26%
128,Guillermo Garcia Lopez,Spain,ESP,46.19%
129,Denis Istomin,Uzbekistan,UZB,46.05%
130,Joao Sousa,Portugal,POR,45.88%
131,Marius Copil,Romania,ROU,45.88%
132,Taro Daniel,Japan,JPN,45.86%
133,John Isner,United States,USA,45.81%
134,Steve Darcis,Belgium,BEL,45.74%
135,Matthew Ebden,Australia,AUS,45.57%
136,Prajnesh Gunneswaran,India,IND,45.45%
137,Jozef Kovalik,Slovakia,SVK,44.95%
138,Ivo Karlovic,Croatia,CRO,44.94%
139,Ernests Gulbis,Latvia,LAT,44.46%
140,Lloyd George Muirhead Harris,South Africa,RSA,43.64%
141,Bernard Tomic,Australia,AUS,43.37%
142,Evgeny Donskoy,Russian Federation,RUS,42.31%
