rank,name,country_name,country_id,value
97,Facundo Bagnis,Argentina,ARG,47.68%
98,Richard Gasquet,France,FRA,47.68%
99,Lorenzo Sonego,Italy,ITA,47.67%
100,Alexander Bublik,Kazakhstan,KAZ,47.61%
101,Jiri Vesely,Czech Republic,CZE,47.57%
102,Hugo Gaston,France,FRA,47.54%
103,Reilly Opelka,United States,USA,47.52%
104,Liam Broady,United Kingdom,GBR,47.48%
105,Sam Querrey,United States,USA,47.43%
106,Daniel Altmaier,Germany,GER,47.38%
107,Ricardas Berankis,Lithuania,LTU,47.33%
108,Juan Ignacio Londero,Argentina,ARG,47.19%
109,Jozef Kovalik,Slovakia,SVK,47.14%
110,Nick Kyrgios,Australia,AUS,47.14%
111,Lloyd George Muirhead Harris,South Africa,RSA,47.08%
112,Jordan Thompson,Australia,AUS,47.06%
113,Christopher Oconnell,Australia,AUS,47.05%
114,Taro Daniel,Japan,JPN,47.03%
115,Norbert Gombos,Slovakia,SVK,46.89%
116,Gilles Simon,France,FRA,46.83%
117,Feliciano Lopez,Spain,ESP,46.79%
118,Adrian Mannarino,France,FRA,46.72%
119,Andrej Martin,Slovakia,SVK,46.64%
120,Jan Lennard Struff,Germany,GER,46.63%
121,Stefano Travaglia,Italy,ITA,46.23%
122,Kamil Majchrzak,Poland,POL,46.15%
123,Tennys Sandgren,United States,USA,46.07%
124,Jo Wilfried Tsonga,France,FRA,45.97%
125,Benoit Paire,France,FRA,45.88%
126,Daniel Elahi Galan Riveros,Colombia,COL,45.71%
127,Yasutaka Uchiyama,Japan,JPN,45.65%
128,Alex Bolt,Australia,AUS,45.64%
129,Arthur Rinderknech,France,FRA,45.38%
129,John Isner,United States,USA,45.38%
131,Lucas Pouille,France,FRA,45.29%
132,Mikhail Kukushkin,Kazakhstan,KAZ,45.04%
133,Vasek Pospisil,Canada,CAN,43.91%
134,Radu Albot,"Moldova, Republic of",MDA,43.78%
135,Kevin Anderson,South Africa,RSA,43.76%
136,Joao Sousa,Portugal,POR,43.56%
137,Dennis Novak,Austria,AUT,43.33%
138,Benjamin Bonzi,France,FRA,43.18%
