rank,name,country_name,country_id,value
1,Milos Raonic,Canada,CAN,57.82%
2,Stefanos Tsitsipas,Greece,GRE,56.76%
3,Casper Ruud,Norway,NOR,56.72%
4,Denis Kudla,United States,USA,55.89%
5,Roger Federer,Switzerland,SUI,55.85%
6,Pablo Carreno Busta,Spain,ESP,55.57%
7,Brandon Nakashima,United States,USA,55.28%
8,Kei Nishikori,Japan,JPN,54.79%
9,Philipp Kohlschreiber,Germany,GER,54.52%
10,Jannik Sinner,Italy,ITA,54.29%
11,John Isner,United States,USA,54.20%
12,Novak Djokovic,Serbia,SRB,53.84%
13,Carlos Alcaraz Garfia,Spain,ESP,53.78%
14,Rafael Nadal,Spain,ESP,53.74%
15,Karen Khachanov,Russian Federation,RUS,53.68%
16,Ilya Ivashka,Belarus,BLR,53.45%
17,Reilly Opelka,United States,USA,53.42%
18,Bernabe Zapata Miralles,Spain,ESP,53.07%
19,Hubert Hurkacz,Poland,POL,53.03%
20,Carlos Taberner,Spain,ESP,53.02%
21,James Duckworth,Australia,AUS,53.02%
22,Steve Johnson,United States,USA,52.66%
23,Matteo Berrettini,Italy,ITA,52.49%
24,Daniel Evans,United Kingdom,GBR,52.43%
25,Mackenzie Mcdonald,United States,USA,52.40%
26,Nick Kyrgios,Australia,AUS,52.29%
27,Daniil Medvedev,Russian Federation,RUS,52.26%
28,Lorenzo Sonego,Italy,ITA,52.21%
29,Alex De Minaur,Australia,AUS,52.20%
30,Frances Tiafoe,United States,USA,52.15%
31,Miomir Kecmanovic,Serbia,SRB,52.05%
32,Roberto Bautista Agut,Spain,ESP,52.03%
33,Marton Fucsovics,Hungary,HUN,51.96%
34,Albert Ramos,Spain,ESP,51.93%
35,Alexander Zverev,Germany,GER,51.70%
36,Tommy Paul,United States,USA,51.53%
37,Christian Garin,Chile,CHI,51.47%
38,Andrey Rublev,Russian Federation,RUS,51.46%
39,Aslan Karatsev,Russian Federation,RUS,51.40%
40,Tallon Griekspoor,Netherlands,NED,51.30%
41,Christopher Oconnell,Australia,AUS,51.30%
42,Corentin Moutet,France,FRA,51.23%
43,Alexei Popyrin,Australia,AUS,51.19%
44,Dominic Thiem,Austria,AUT,51.12%
45,Taro Daniel,Japan,JPN,51.09%
46,Gianluca Mager,Italy,ITA,51.07%
47,Andy Murray,United Kingdom,GBR,51.03%
48,Nikoloz Basilashvili,Georgia,GEO,50.86%
49,Ugo Humbert,France,FRA,50.85%
50,Thiago Monteiro,Brazil,BRA,50.76%
51,Taylor Harry Fritz,United States,USA,50.66%
52,Sebastian Korda,United States,USA,50.66%
53,Jenson Brooksby,United States,USA,50.61%
54,Laslo Djere,Serbia,SRB,50.60%
55,Pierre Hugues Herbert,France,FRA,50.35%
56,Grigor Dimitrov,Bulgaria,BUL,50.30%
57,Jack Sock,United States,USA,50.28%
58,Soon Woo Kwon,"Korea, Republic of",KOR,50.22%
59,Filip Krajinovic,Serbia,SRB,50.22%
60,Dominic Stephan Stricker,Switzerland,SUI,50.21%
61,Andreas Seppi,Italy,ITA,50.00%
62,Botic Van De Zandschulp,Netherlands,NED,49.93%
63,Felix Auger Aliassime,Canada,CAN,49.90%
64,Salvatore Caruso,Italy,ITA,49.83%
65,Dusan Lajovic,Serbia,SRB,49.82%
66,Cameron Norrie,United Kingdom,GBR,49.81%
67,Denis Shapovalov,Canada,CAN,49.78%
68,Alex Bolt,Australia,AUS,49.43%
69,Holger Vitus Nodskov Rune,Denmark,DEN,49.41%
70,Pedro Martinez Portero,Spain,ESP,49.36%
71,Aljaz Bedene,Slovenia,SLO,49.34%
72,Marco Cecchinato,Italy,ITA,49.33%
73,Dominik Koepfer,Germany,GER,49.20%
74,Yannick Hanfmann,Germany,GER,49.09%
75,Jeremy Chardy,France,FRA,48.96%
76,Adrian Mannarino,France,FRA,48.94%
77,Jo Wilfried Tsonga,France,FRA,48.84%
78,Facundo Bagnis,Argentina,ARG,48.74%
79,Henri Laaksonen,Switzerland,SUI,48.73%
80,Yoshihito Nishioka,Japan,JPN,48.71%
81,Hugo Gaston,France,FRA,48.70%
82,Jordan Thompson,Australia,AUS,48.67%
83,John Millman,Australia,AUS,48.63%
84,Francisco Cerundolo,Argentina,ARG,48.51%
85,Liam Broady,United Kingdom,GBR,48.43%
86,Richard Gasquet,France,FRA,48.40%
87,Maxime Cressy,United States,USA,48.39%
88,Diego Sebastian Schwartzman,Argentina,ARG,48.29%
89,Feliciano Lopez,Spain,ESP,48.27%
90,Kevin Anderson,South Africa,RSA,48.24%
91,Jiri Vesely,Czech Republic,CZE,48.22%
92,Marcos Giron,United States,USA,48.21%
93,Sam Querrey,United States,USA,48.01%
94,Jozef Kovalik,Slovakia,SVK,47.84%
95,Emil Ruusuvuori,Finland,FIN,47.83%
96,Fabio Fognini,Italy,ITA,47.81%
97,Gael Monfils,France,FRA,47.79%
98,Peter Gojowczyk,Germany,GER,47.78%
99,Lorenzo Musetti,Italy,ITA,47.77%
100,Federico Delbonis,Argentina,ARG,47.59%
