rank,name,country_name,country_id,value
1,John Isner,United States,USA,8.771
2,Reilly Opelka,United States,USA,7.602
3,Milos Raonic,Canada,CAN,7.529
4,Sam Querrey,United States,USA,6.613
5,Nick Kyrgios,Australia,AUS,6.293
6,Alexander Bublik,Kazakhstan,KAZ,5.639
7,Jo Wilfried Tsonga,France,FRA,4.630
8,Feliciano Lopez,Spain,ESP,4.389
9,Jan Lennard Struff,Germany,GER,4.314
10,Alexander Zverev,Germany,GER,3.860
11,Marius Copil,Romania,ROU,3.758
12,Nicolas Jarry,Chile,CHI,3.722
13,Marin Cilic,Croatia,CRO,3.594
14,Taylor Harry Fritz,United States,USA,3.579
15,Jeremy Chardy,France,FRA,3.566
16,Benoit Paire,France,FRA,3.528
17,Matteo Berrettini,Italy,ITA,3.500
18,Felix Auger Aliassime,Canada,CAN,3.445
19,Aljaz Bedene,Slovenia,SLO,3.407
20,Stan Wawrinka,Switzerland,SUI,3.385
21,Daniil Medvedev,Russian Federation,RUS,3.363
22,Denis Shapovalov,Canada,CAN,3.196
23,Tennys Sandgren,United States,USA,3.140
24,Hubert Hurkacz,Poland,POL,2.945
25,Alexei Popyrin,Australia,AUS,2.904
26,Karen Khachanov,Russian Federation,RUS,2.797
27,Stefanos Tsitsipas,Greece,GRE,2.755
28,Lorenzo Sonego,Italy,ITA,2.747
29,Pierre Hugues Herbert,France,FRA,2.653
30,Robin Haase,Netherlands,NED,2.650
31,Ugo Humbert,France,FRA,2.642
32,Roger Federer,Switzerland,SUI,2.634
33,Andrey Rublev,Russian Federation,RUS,2.631
34,Lucas Pouille,France,FRA,2.598
35,Fernando Verdasco,Spain,ESP,2.596
36,Borna Coric,Croatia,CRO,2.595
37,Grigor Dimitrov,Bulgaria,BUL,2.500
38,Tomas Berdych,Czech Republic,CZE,2.491
39,Jordan Thompson,Australia,AUS,2.453
40,Leonardo Mayer,Argentina,ARG,2.451
41,Gael Monfils,France,FRA,2.443
42,Richard Gasquet,France,FRA,2.382
43,David Goffin,Belgium,BEL,2.378
44,Steve Johnson,United States,USA,2.342
45,Peter Gojowczyk,Germany,GER,2.333
46,Laslo Djere,Serbia,SRB,2.280
47,Adrian Mannarino,France,FRA,2.185
48,Frances Tiafoe,United States,USA,2.183
49,Andreas Seppi,Italy,ITA,2.181
50,Denis Kudla,United States,USA,2.169
51,Kyle Edmund,United Kingdom,GBR,2.119
52,Novak Djokovic,Serbia,SRB,2.115
53,Joao Sousa,Portugal,POR,2.029
54,Filip Krajinovic,Serbia,SRB,1.990
55,Pablo Cuevas,Uruguay,URU,1.988
56,Cameron Norrie,United Kingdom,GBR,1.943
57,Marco Cecchinato,Italy,ITA,1.899
58,Nikoloz Basilashvili,Georgia,GEO,1.890
59,Christian Garin,Chile,CHI,1.887
60,Philipp Kohlschreiber,Germany,GER,1.856
61,Dominic Thiem,Austria,AUT,1.852
62,Rafael Nadal,Spain,ESP,1.807
63,John Millman,Australia,AUS,1.796
64,Juan Ignacio Londero,Argentina,ARG,1.792
65,Guido Pella,Argentina,ARG,1.791
66,Jaume Munar,Spain,ESP,1.722
67,Mackenzie Mcdonald,United States,USA,1.660
68,Marton Fucsovics,Hungary,HUN,1.614
69,Martin Klizan,Slovakia,SVK,1.600
70,Alex De Minaur,Australia,AUS,1.536
71,Fabio Fognini,Italy,ITA,1.521
72,Pablo Carreno Busta,Spain,ESP,1.513
73,Casper Ruud,Norway,NOR,1.493
74,Federico Delbonis,Argentina,ARG,1.458
75,Roberto Bautista Agut,Spain,ESP,1.456
76,Miomir Kecmanovic,Serbia,SRB,1.434
77,Radu Albot,"Moldova, Republic of",MDA,1.407
78,Daniel Evans,United Kingdom,GBR,1.370
79,Taro Daniel,Japan,JPN,1.360
80,Gilles Simon,France,FRA,1.318
81,Roberto Carballes Baena,Spain,ESP,1.274
82,Dusan Lajovic,Serbia,SRB,1.247
83,Albert Ramos,Spain,ESP,1.217
84,Mikhail Kukushkin,Kazakhstan,KAZ,1.101
85,Kei Nishikori,Japan,JPN,1.038
86,Hugo Dellien,"Bolivia, Plurinational State of",BOL,0.964
87,Yoshihito Nishioka,Japan,JPN,0.843
88,Damir Dzumhur,Bosnia and Herzegovina,BIH,0.810
89,Thomas Fabbiano,Italy,ITA,0.781
90,Diego Sebastian Schwartzman,Argentina,ARG,0.740
91,Pablo Andujar,Spain,ESP,0.634
