rank,name,country_name,country_id,value
1,Benoit Paire,France,FRA,3.568
2,Alexander Bublik,Kazakhstan,KAZ,2.795
3,Denis Shapovalov,Canada,CAN,2.333
4,Pierre Hugues Herbert,France,FRA,2.070
5,Gael Monfils,France,FRA,1.892
6,Egor Gerasimov,Belarus,BLR,1.810
7,Felix Auger Aliassime,Canada,CAN,1.694
8,Marin Cilic,Croatia,CRO,1.596
9,Fabio Fognini,Italy,ITA,1.590
10,Dominik Koepfer,Germany,GER,1.580
11,Alexei Popyrin,Australia,AUS,1.553
12,Feliciano Lopez,Spain,ESP,1.529
13,Jan Lennard Struff,Germany,GER,1.524
14,Aslan Karatsev,Russian Federation,RUS,1.521
15,Emil Ruusuvuori,Finland,FIN,1.506
15,Jeremy Chardy,France,FRA,1.506
17,Pablo Andujar,Spain,ESP,1.481
18,Marton Fucsovics,Hungary,HUN,1.454
19,Laslo Djere,Serbia,SRB,1.443
20,Alexander Zverev,Germany,GER,1.367
21,Botic Van De Zandschulp,Netherlands,NED,1.362
22,Stefano Travaglia,Italy,ITA,1.359
23,Grigor Dimitrov,Bulgaria,BUL,1.347
24,David Goffin,Belgium,BEL,1.339
25,Soon Woo Kwon,"Korea, Republic of",KOR,1.327
26,Nikoloz Basilashvili,Georgia,GEO,1.318
27,Aljaz Bedene,Slovenia,SLO,1.300
28,Daniil Medvedev,Russian Federation,RUS,1.240
29,Jaume Munar,Spain,ESP,1.231
30,Pedro Martinez Portero,Spain,ESP,1.227
31,Ugo Humbert,France,FRA,1.225
32,Mikael Ymer,Sweden,SWE,1.217
33,Federico Delbonis,Argentina,ARG,1.181
34,Diego Sebastian Schwartzman,Argentina,ARG,1.168
35,Andy Murray,United Kingdom,GBR,1.161
36,Gianluca Mager,Italy,ITA,1.159
37,Taylor Harry Fritz,United States,USA,1.146
38,Alejandro Davidovich Fokina,Spain,ESP,1.121
39,Adrian Mannarino,France,FRA,1.088
40,Roberto Carballes Baena,Spain,ESP,1.078
41,Guido Pella,Argentina,ARG,1.075
42,Sebastian Korda,United States,USA,1.063
43,Cameron Norrie,United Kingdom,GBR,1.032
44,Filip Krajinovic,Serbia,SRB,0.987
45,Rafael Nadal,Spain,ESP,0.971
46,Albert Ramos,Spain,ESP,0.969
47,Christian Garin,Chile,CHI,0.966
48,Arthur Rinderknech,France,FRA,0.953
49,Daniel Evans,United Kingdom,GBR,0.950
50,Ilya Ivashka,Belarus,BLR,0.935
51,Reilly Opelka,United States,USA,0.922
52,Tommy Paul,United States,USA,0.911
53,Alex De Minaur,Australia,AUS,0.904
54,Karen Khachanov,Russian Federation,RUS,0.899
55,Marco Cecchinato,Italy,ITA,0.883
56,Lloyd George Muirhead Harris,South Africa,RSA,0.875
57,Novak Djokovic,Serbia,SRB,0.862
58,Carlos Alcaraz Garfia,Spain,ESP,0.854
59,Marcos Giron,United States,USA,0.843
60,Miomir Kecmanovic,Serbia,SRB,0.840
61,Mackenzie Mcdonald,United States,USA,0.819
62,Jannik Sinner,Italy,ITA,0.806
63,Stefanos Tsitsipas,Greece,GRE,0.797
64,John Isner,United States,USA,0.791
65,Yoshihito Nishioka,Japan,JPN,0.785
66,Andrey Rublev,Russian Federation,RUS,0.780
67,Frances Tiafoe,United States,USA,0.777
68,Dusan Lajovic,Serbia,SRB,0.750
68,James Duckworth,Australia,AUS,0.750
70,Jordan Thompson,Australia,AUS,0.743
71,Hubert Hurkacz,Poland,POL,0.732
72,Casper Ruud,Norway,NOR,0.720
73,Lorenzo Musetti,Italy,ITA,0.700
74,Corentin Moutet,France,FRA,0.690
75,Lorenzo Sonego,Italy,ITA,0.652
76,Kei Nishikori,Japan,JPN,0.634
77,Roberto Bautista Agut,Spain,ESP,0.618
78,John Millman,Australia,AUS,0.605
79,Pablo Carreno Busta,Spain,ESP,0.573
80,Matteo Berrettini,Italy,ITA,0.573
