rank,name,country_name,country_id,value
83,Stefanos Tsitsipas,Greece,GRE,35.37%
84,Pablo Cuevas,Uruguay,URU,35.34%
85,Peter Gojowczyk,Germany,GER,35.33%
86,Mackenzie Mcdonald,United States,USA,35.29%
87,Matthew Ebden,Australia,AUS,35.24%
88,Kamil Majchrzak,Poland,POL,35.23%
89,Felix Auger Aliassime,Canada,CAN,35.22%
90,Jeremy Chardy,France,FRA,35.11%
91,Lucas Pouille,France,FRA,34.98%
92,Marcel Granollers,Spain,ESP,34.87%
93,Stan Wawrinka,Switzerland,SUI,34.75%
94,Ugo Humbert,France,FRA,34.70%
95,Sam Querrey,United States,USA,34.62%
96,Egor Gerasimov,Belarus,BLR,34.59%
97,Aljaz Bedene,Slovenia,SLO,34.54%
98,Laslo Djere,Serbia,SRB,34.46%
99,Henri Laaksonen,Switzerland,SUI,34.33%
100,Jo Wilfried Tsonga,France,FRA,34.33%
101,Denis Shapovalov,Canada,CAN,34.29%
102,Marco Cecchinato,Italy,ITA,34.22%
103,Pierre Hugues Herbert,France,FRA,34.18%
104,Matteo Berrettini,Italy,ITA,34.12%
105,Hubert Hurkacz,Poland,POL,34.11%
106,Milos Raonic,Canada,CAN,34.01%
107,Joao Sousa,Portugal,POR,34.01%
108,Jiri Vesely,Czech Republic,CZE,33.86%
109,Marcos Giron,United States,USA,33.85%
110,Robin Haase,Netherlands,NED,33.64%
111,Taylor Harry Fritz,United States,USA,33.47%
112,Denis Istomin,Uzbekistan,UZB,33.30%
113,Malek Jaziri,Tunisia,TUN,33.21%
114,Leonardo Mayer,Argentina,ARG,33.16%
115,Steve Johnson,United States,USA,33.15%
116,Feliciano Lopez,Spain,ESP,33.11%
117,Lorenzo Sonego,Italy,ITA,32.59%
118,Ernests Gulbis,Latvia,LAT,32.47%
119,Bernard Tomic,Australia,AUS,32.33%
120,Alexei Popyrin,Australia,AUS,32.27%
121,Bjorn Fratangelo,United States,USA,32.06%
122,Lloyd George Muirhead Harris,South Africa,RSA,32.03%
123,Jozef Kovalik,Slovakia,SVK,31.98%
124,Alexander Bublik,Kazakhstan,KAZ,31.83%
125,Christopher Eubanks,United States,USA,31.63%
126,Paolo Lorenzi,Italy,ITA,31.63%
127,Steve Darcis,Belgium,BEL,30.99%
128,Nicolas Jarry,Chile,CHI,30.81%
129,Evgeny Donskoy,Russian Federation,RUS,30.71%
130,Maximilian Marterer,Germany,GER,30.56%
131,Vasek Pospisil,Canada,CAN,30.32%
132,Marius Copil,Romania,ROU,30.15%
133,Nick Kyrgios,Australia,AUS,30.10%
134,Prajnesh Gunneswaran,India,IND,29.99%
135,Rudolf Molleker,Germany,GER,29.97%
136,John Isner,United States,USA,29.34%
137,Guillermo Garcia Lopez,Spain,ESP,29.03%
138,Reilly Opelka,United States,USA,27.29%
139,Bradley Klahn,United States,USA,25.19%
140,Ivo Karlovic,Croatia,CRO,24.71%
